,job_position,job_id,company_name,job_location,job_posting_date,skill,senority_level,employment_type,job_function,industry
482,Software Quality Automation Engineer,4074701926,IntegriChain,"Pune, Maharashtra, India",2025-02-15,"['python', 'HTML', 'DevOps', 'Scripting', 'Selenium', 'JMeter', 'Performance Testing']",Mid-Senior level,Full-time,Quality Assurance,Software Development
483,Python / Django Developer,4060908286,Copods,"Pune, Maharashtra, India",2024-10-29,"['python', 'Data Structures']",Entry level,Full-time,Information Technology and Engineering,"Software Development, IT Services and IT Consulting, and Technology, Information and Internet"
484,"Analyst, CBS HR Operations",4148665663,Colgate-Palmolive,Mumbai Metropolitan Region,2025-02-10,"['python', 'SQL', 'Automation', 'Data Analysis']",Not Applicable,Full-time,Management and Manufacturing,"Manufacturing, Transportation, Logistics, Supply Chain and Storage, and Retail"
485,Investment Banking Analyst,4081801389,eClerx,"Navi Mumbai, Maharashtra, India",2025-01-28,"['python', 'Data Analysis']",Entry level,Full-time,Finance,"Investment Management, Investment Banking, and Banking"
486,Data Analyst,4151008654,NxtShiksha,"Pune, Maharashtra, India",2025-02-13,"['python', 'SQL', 'R']",Executive,Full-time,Information Technology,Education
487,Test Automation Engineer - B,4152939544,Capgemini,"Pune, Maharashtra, India",2025-02-14,"['python', 'Automation', 'Selenium', 'JMeter']",Mid-Senior level,Full-time,Quality Assurance,IT Services and IT Consulting
488,Python Developer,4089171336,hard.coded,Mumbai Metropolitan Region,2024-12-02,"['python', 'Django', 'Flask', 'Bash', 'unity']",Mid-Senior level,Full-time,Engineering and Information Technology,"Information Services, IT Services and IT Consulting, and Software Development"
489,Python Developer_Khushboo_Capgemini,4037500024,CodersBrain,"Pune, Maharashtra, India",2024-09-06,"['python', 'Django', 'Flask', 'Bash']",Mid-Senior level,Contract,Engineering and Information Technology,IT Services and IT Consulting
493,Software Engineer,4098043777,Ivalua,"Pune, Maharashtra, India",2025-02-08,"['python', 'java', 'C++', 'C', 'Data Structures', 'Competitive Programming']",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development
494,Frontend Developer,4137890204,Tata Consultancy Services,"Pune, Maharashtra, India",2025-01-30,"['python', 'JavaScript', 'HTML', 'MongoDB', 'Node.js', 'Vue.js', 'TypeScript', 'RESTful APIs', 'Frontend Development', 'Full Stack Development', 'Scrum']",Mid-Senior level,Full-time,Engineering,IT Services and IT Consulting
495,Data Analytics Internship in Pune,4149028797,EMotorad,"Pune, Maharashtra, India",2025-02-11,"['python', 'SQL', 'R', 'Data Science', 'Big Data', 'Data Analysis', 'Power BI']",Internship,Internship,"Analyst, Information Technology, and Engineering","Market Research, Software Development, and Higher Education"
496,AI and Predictive Analytics Specialist,4125871589,Aarushi Infotech,"Navi Mumbai, Maharashtra, India",2025-01-16,"['python', 'Machine Learning', 'Data Science', 'Big Data', 'Hadoop', 'Spark', 'Power BI', 'Competitive Programming']",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Information Technology & Services
497,Associate - Logistics & Operations,4142984909,The Souled Store,"Mumbai, Maharashtra, India",2025-02-04,"['python', 'HTML', 'Go']",Associate,Full-time,Distribution,"Apparel & Fashion and Transportation, Logistics, Supply Chain and Storage"
498,Equity Research - Quality Review Associate,4087379920,Third Bridge Group Limited,Mumbai Metropolitan Region,2025-01-27,['python'],Associate,Full-time,Information Technology,Financial Services
499,Software Developer,4149753388,IBM,"Pune, Maharashtra, India",2025-02-13,"['python', 'java', 'JavaScript', 'C++', 'Node.js', 'Data Structures']",Entry level,Full-time,Engineering and Information Technology,Veterinary Services
500,Automation Test Engineer - SDET,4136133087,Tietoevry,"Pune, Maharashtra, India",2025-01-28,"['python', 'C', 'HTML', 'Git', 'Data Structures', 'Automation', 'Software Testing', 'Selenium', 'JMeter', 'Performance Testing']",Not Applicable,Full-time,Information Technology,IT Services and IT Consulting
501,Technical Analyst,4126138148,Peoplefy,"Pune, Maharashtra, India",2025-01-20,"['python', 'JavaScript', 'C++', 'C', 'HTML', 'CSS', 'SQL']",Mid-Senior level,Full-time,Analyst,IT Services and IT Consulting
502,Sr Python Developer,4042555344,YO IT CONSULTING,"Pune, Maharashtra, India",2024-09-28,"['python', 'Django', 'Bash']",Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
504,Full Stack Python Developer,3627627128,Taliun,"Pune, Maharashtra, India",2023-06-06,"['python', 'Django', 'NLP', 'Computer Vision', 'Backend Development']",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
505,Associate Quality Assurance Engineer,4136096277,Wipro Linecraft AI,"Pune, Maharashtra, India",2025-01-27,"['python', 'HTML', 'SQL', 'IoT', 'Automation', 'Selenium', 'JIRA', 'JMeter', 'Performance Testing']",Associate,Full-time,Engineering and Information Technology,Software Development
507,Automation Engineer,4075209744,Jabil,"Ranjangaon, India",2024-11-19,"['python', 'Automation']",Entry level,Full-time,Engineering and Information Technology,"Appliances, Electrical, and Electronics Manufacturing"
508,Data Scientist,4156458356,BNP Paribas CIB,"Mumbai, Maharashtra, India",2025-02-16,"['python', 'R', 'Machine Learning', 'Deep Learning', 'PyTorch', 'Scikit-Learn', 'Data Science', 'Hadoop', 'Data Analysis']",Associate,Full-time,Other,Financial Services and Investment Banking
509,Python Developer,4154302936,Tata Consultancy Services,"Mumbai, Maharashtra, India",2025-02-15,"['python', 'Django', 'Flask', 'Bash']",Mid-Senior level,Full-time,"Information Technology, Engineering, and Other",IT Services and IT Consulting
510,Python Data Scientist/Analyst,4042555392,YO IT CONSULTING,"Pune, Maharashtra, India",2024-09-19,"['python', 'R', 'Machine Learning', 'Deep Learning', 'Data Science']",Mid-Senior level,Contract,Engineering and Information Technology,"Technology, Information and Internet"
511,Python Developer,4150254333,MSys Technologies,"Pune, Maharashtra, India",2025-02-14,"['python', 'Flask', 'FastAPI', 'Bash', 'Git', 'Data Structures', 'NoSQL', 'Redis']",Mid-Senior level,Full-time,Information Technology,Software Development
512,Automation Test Engineer,4136380947,Oracle,"Pune, Maharashtra, India",2025-01-29,"['python', 'C++', 'Automation', 'Selenium']",Mid-Senior level,Full-time,Consulting,IT Services and IT Consulting
513,Senior Data Analyst (QA),4144684289,NielsenIQ,Pune/Pimpri-Chinchwad Area,2025-02-05,"['python', 'SQL', 'R', 'AWS', 'Data Science', 'Big Data', 'Databricks', 'Scripting', 'Automation', 'Power BI', 'Snowflake']",Mid-Senior level,Full-time,General Business,Market Research
514,Software Engineer in Python and SQL,4153111491,ISS Market Intelligence,Mumbai Metropolitan Region,2025-02-14,"['python', 'Django', 'Flask']",Associate,Full-time,Information Technology and Engineering,Financial Services
515,Senior Automation Engineer,4130052986,KPIT,"Pune, Maharashtra, India",2025-01-20,"['python', 'Automation', 'Software Testing', 'Performance Testing']",Mid-Senior level,Full-time,Information Technology and Engineering,Automation Machinery Manufacturing
516,IN-Associate_CA Fresher _FE_Advisory _Mumbai,4121207966,PwC India,"Mumbai, Maharashtra, India",2025-02-04,['python'],Internship,Full-time,Education and Training,Business Consulting and Services
517,AI & ML Engineer,4141924293,Setoo,"Pune, Maharashtra, India",2025-02-03,"['python', 'Machine Learning', 'Deep Learning', 'NLP', 'TensorFlow', 'PyTorch', 'Hugging Face', 'LLMs', 'Big Data', 'Hadoop', 'Spark', 'Cloud Computing', 'Kafka']",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development
518,URGENT! Site Reliability Enigneer,4133858357,Maya,"Pune, Maharashtra, India",2025-02-06,"['python', 'JavaScript', 'Perl', 'Docker', 'Kubernetes', 'AWS', 'Azure', 'Terraform', 'Bash', 'Git', 'DevOps', 'Cloud Computing', 'Scripting', 'Automation']",Mid-Senior level,Contract,Information Technology,Financial Services
519,Software Developer,4083803821,Digitvantics-p6hrcrm,Mumbai Metropolitan Region,2024-11-27,"['python', 'java', 'JavaScript', 'C++', 'PostgreSQL', 'Git', 'Data Structures', 'Backend Development', 'Full Stack Development', 'Android Development']",Mid-Senior level,Full-time,Engineering and Information Technology,Marketing Services
520,Data Scientist Executive,4145597726,Dentsu Creative,"Mumbai, Maharashtra, India",2025-02-06,"['python', 'HTML', 'SQL', 'R', 'Machine Learning', 'Deep Learning', 'Data Science', 'Hadoop', 'Data Analysis']",Associate,Full-time,Advertising,Advertising Services
521,Software Quality Automation Engineer,4143023196,IntegriChain,"Pune, Maharashtra, India",2025-02-03,"['python', 'HTML', 'Git', 'Jenkins', 'Selenium', 'JMeter', 'Performance Testing', 'Snowflake']",Mid-Senior level,Full-time,Quality Assurance,Software Development
522,Java + Python Principal_Deepanshi_G,3952684210,CodersBrain,"Nagpur, Maharashtra, India",2024-06-18,"['python', 'java', 'Terraform', 'Microservices', 'Redis', 'Backend Development', 'Load Testing', 'Kafka']",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
523,Business Analyst - Payments,4115304788,Virtusa,"Pune, Maharashtra, India",2025-01-28,"['python', 'SQL', 'Swift', 'Scrum', 'Data Analysis']",Associate,Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting
524,Freelance Software Developer (Python) - AI Tutor,4145776396,Mindrift,Mumbai Metropolitan Region,2025-02-07,['python'],Mid-Senior level,Part-time,Engineering and Information Technology,IT Services and IT Consulting
525,Data Analyst,4114913690,Priceline,"Mumbai, Maharashtra, India",2025-01-29,"['python', 'SQL', 'R', 'Machine Learning', 'Data Science', 'Big Data', 'Data Analysis', 'Power BI']",Mid-Senior level,Full-time,Information Technology,"Hospitality, IT Services and IT Consulting, and Technology, Information and Internet"
526,Software Quality Automation Engineer,4143020387,IntegriChain,"Pune, Maharashtra, India",2025-02-03,"['python', 'HTML', 'Git', 'Jenkins', 'DevOps', 'Scripting', 'Automation', 'Selenium', 'JMeter', 'Performance Testing', 'Snowflake']",Mid-Senior level,Full-time,Quality Assurance,Software Development
527,Machine Learning Engineer,4131731770,Weekday Jobs (YC W21),Mumbai Metropolitan Region,2024-12-28,"['python', 'C++', 'Deep Learning', 'Computer Vision', 'Data Science', 'Big Data']",Associate,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
528,Junior Backend Engineer,4151042369,Infraveo Technologies,Mumbai Metropolitan Region,2025-02-13,"['python', 'java', 'MongoDB', 'PostgreSQL', 'Flask']",Associate,Contract,Information Technology,IT Services and IT Consulting
529,Data Operator work | Backend office executive| Work From Home |,4111904064,Aspect Solution,"Thane, Maharashtra, India",2024-12-31,"['python', 'JavaScript']",Entry level,Full-time,Information Technology,Staffing and Recruiting
530,Jasper,4145525626,LTIMindtree,"Pune, Maharashtra, India",2025-02-06,"['python', 'JavaScript', 'HTML', 'CSS', 'SQL', 'Google Cloud']",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
531,Software Development Engineer,4149212975,Rolls-Royce,"Mumbai, Maharashtra, India",2025-02-14,"['python', 'java', 'C++', 'HTML', 'CSS', 'PostgreSQL', 'Node.js', 'Linux', 'Data Structures', 'Frontend Development', 'Competitive Programming', 'Embedded Systems']",Mid-Senior level,Full-time,Engineering and Information Technology,Industrial Machinery Manufacturing
532,Robotics Engineer,4143179647,Timely Find,"Pune, Maharashtra, India",2025-02-04,"['python', 'C++', 'Machine Learning', 'CI/CD', 'Computer Vision', 'Software Architecture', 'Automation', 'Competitive Programming']",Associate,Full-time,Engineering and Information Technology,Human Resources Services
533,Data Engineer,4148281423,Wissen Technology,"Mumbai, Maharashtra, India",2025-02-10,"['python', 'PostgreSQL', 'Git', 'Data Science', 'Big Data', 'Spark', 'NoSQL', 'DevOps', 'Cloud Computing']",Mid-Senior level,Full-time,Business Development,IT Services and IT Consulting
534,Automation Tester,4102654459,Stackfusion Private Limited,"Pune, Maharashtra, India",2024-12-18,"['python', 'Git', 'Software Testing', 'Selenium', 'JMeter', 'Performance Testing']",Entry level,Full-time,Quality Assurance,Software Development
535,Jr. Engineer- Manufacturing & QC,4150770427,Arora Technologies (P) Limited,"Navi Mumbai, Maharashtra, India",2025-02-13,"['python', 'HTML']",Associate,Full-time,Manufacturing,Mechanical Or Industrial Engineering
536,Python / Linux,3656701038,TrackRF Systems 9769213512,Mumbai Metropolitan Region,2023-06-12,"['python', 'Shell Scripting', 'Linux', 'Bash', 'Embedded Systems']",Entry level,Full-time,Information Technology,"Appliances, Electrical, and Electronics Manufacturing"
537,"Analyst, Investment Accounting",4125036423,BlackRock,"Mumbai, Maharashtra, India",2025-02-15,"['python', 'Automation']",Entry level,Full-time,Finance and Sales,Financial Services
538,Trainee,4092755894,Dana Incorporated,"Khed, Maharashtra, India",2025-02-04,"['python', 'JavaScript', 'C++', 'HTML']",Internship,Full-time,Other,Motor Vehicle Manufacturing
539,AI/ML Developer,4136453047,Viraaj HR Solutions Private Limited,Mumbai Metropolitan Region,2025-01-27,"['python', 'R', 'Google Cloud', 'Machine Learning', 'Deep Learning', 'TensorFlow', 'PyTorch', 'Keras', 'Computer Vision', 'Data Science', 'Big Data', 'Hadoop', 'Spark', 'Data Structures', 'Performance Testing']",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development
540,Data Engineer,4118528588,Ascendion,"Pune, Maharashtra, India",2025-01-28,"['python', 'SQL', 'MongoDB', 'PostgreSQL', 'Shell Scripting', 'Azure', 'Machine Learning', 'Data Science', 'Big Data', 'Hadoop', 'Databricks', 'Power BI', 'Kafka']",Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet and Technology, Information and Media"
541,Junior Data Scientist,4151009751,Infraveo Technologies,Mumbai Metropolitan Region,2025-02-13,"['python', 'SQL']",Associate,Contract,Information Technology,IT Services and IT Consulting
542,Data Science & Analytics,4151000067,INTINERI INFOSOL PRIVATE LIMITED,"Pune, Maharashtra, India",2025-02-13,"['python', 'SQL']",Director,Full-time,Information Technology,IT Services and IT Consulting
543,"Immediate Hiring_3+ Years_SQL Data Developer_Location- Pune, Chennai",4130134096,EXL,"Pune, Maharashtra, India",2025-01-22,"['python', 'Power BI']",Mid-Senior level,Full-time,Other,Banking
544,Test Engineer,4152673112,Wipro,"Pune, Maharashtra, India",2025-02-14,"['python', 'Embedded Systems']",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
545,Django developer,4154696212,Timely Find,"Pune, Maharashtra, India",2025-02-15,"['python', 'Django', 'PostgreSQL', 'Redis']",Associate,Full-time,Engineering and Information Technology,Human Resources Services
546,Automation Test Engineer,4136382664,Oracle,Mumbai Metropolitan Region,2025-01-29,"['python', 'C++', 'Automation', 'Selenium']",Mid-Senior level,Full-time,Consulting,IT Services and IT Consulting
547,Python AWS Developer,4138980632,Prometteur Solutions Pvt. Ltd.,"Mulshi, Maharashtra, India",2025-01-30,"['python', 'Django', 'Flask', 'FastAPI', 'AWS', 'Bash', 'PowerShell', 'NoSQL']",Executive,Full-time,Engineering and Information Technology,IT Services and IT Consulting
548,Software Engineer in Test,4146525903,LTIMindtree,"Pune, Maharashtra, India",2025-02-07,"['python', 'java', 'JavaScript', 'C++', 'HTML', 'CSS', 'Jenkins', 'Data Structures', 'Automation', 'Software Testing', 'Selenium', 'JMeter']",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
549,Silicon Engineering Internship Opportunities: Second-Year Students,4153115997,Microsoft,"Maharashtra, India",2025-02-14,"['python', 'C++', 'C', 'Data Structures', 'Scripting', 'Embedded Systems']",Not Applicable,Internship,Engineering,Software Development
551,Supplier Quality Engineer,4119754555,Larsen & Toubro,"Mumbai, Maharashtra, India",2025-02-12,"['python', 'C', 'HTML', 'SQL']",Entry level,Full-time,Quality Assurance,Executive Offices
552,Automation Test Engineer - Python/Performance,4054562643,YO IT CONSULTING,"Pune, Maharashtra, India",2024-10-21,"['python', 'Git', 'Jenkins', 'Scripting', 'Automation', 'Selenium', 'JMeter', 'Performance Testing']",Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
553,Python Microservice Developer,4132470119,Agivant Technologies,"Pune, Maharashtra, India",2025-01-23,['python'],Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
554,AI/ML Engineering Manager,4154692670,Altraize,"Pune, Maharashtra, India",2025-01-21,"['python', 'Django', 'C++', 'Flask', 'FastAPI', 'Kubernetes', 'Machine Learning', 'Deep Learning', 'NLP', 'TensorFlow', 'PyTorch', 'Hugging Face', 'LLMs', 'Data Science', 'Scrum']",Mid-Senior level,Full-time,Engineering and Information Technology,Outsourcing and Offshoring Consulting
555,Software Engineer,4138244533,Wissen Technology,"Mumbai, Maharashtra, India",2025-01-29,"['python', 'java', 'C++', 'HTML', 'Perl', 'Git', 'Data Structures', 'Full Stack Development']",Associate,Full-time,Consulting,IT Services and IT Consulting
556,Information Technology Analyst,4129292816,Searce Inc,"Pune, Maharashtra, India",2025-01-21,"['python', 'C++', 'HTML', 'SQL', 'Linux']",Entry level,Full-time,"Analyst, Consulting, and Other","Computer and Network Security, IT System Installation and Disposal, and IT System Operations and Maintenance"
557,Urgent Hiring Electrical Engineer Fresher,4122179886,Classic Enterprises,"Pune, Maharashtra, India",2025-01-14,"['python', 'JavaScript', 'C++', 'HTML', 'CSS']",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting
558,Electrical Design Engineer,4150773049,Reliance Industries Limited,Mumbai Metropolitan Region,2025-02-13,"['python', 'C++', 'SQL']",Mid-Senior level,Full-time,Design,Oil and Gas
559,Technical Business Analyst,4142446877,Avaloq,"Pune, Maharashtra, India",2025-02-03,"['python', 'HTML', 'SQL', 'Scrum']",Associate,Full-time,Business Development and Sales,IT Services and IT Consulting
560,Market Research Associate,4148649226,Soul AI,"Mumbai, Maharashtra, India",2025-02-10,"['python', 'LLMs']",Not Applicable,Part-time,Marketing and Research,IT Services and IT Consulting
561,Application Developer,4150798337,Reliance Industries Limited,Mumbai Metropolitan Region,2025-02-13,"['python', 'JavaScript', 'React', 'Angular']",Mid-Senior level,Full-time,Engineering and Information Technology,Oil and Gas
562,"Infotainment Specialist @ TATA Elxsi, Pune",4147135104,Tata Elxsi,"Pune, Maharashtra, India",2025-02-11,"['python', 'C++', 'C', 'HTML', 'CSS', 'Linux', 'Android Development']",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
563,Technical Business Analyst,4142447714,Avaloq,"Pune, Maharashtra, India",2025-02-03,"['python', 'HTML', 'SQL']",Associate,Full-time,Business Development and Sales,IT Services and IT Consulting
564,Application Developer,4151004146,Reliance Industries Limited,"Mumbai, Maharashtra, India",2025-02-13,"['python', 'Node.js', 'React', 'Angular']",Mid-Senior level,Full-time,Engineering and Information Technology,Oil and Gas
565,Engineer - ET & EMI/EMC Lab,4129343882,Larsen & Toubro,"Hadgaon, Maharashtra, India",2025-02-15,"['python', 'C++', 'C', 'CSS', 'Git']",Entry level,Full-time,Engineering and Information Technology,Executive Offices
566,Trainee,4055951739,Dana Incorporated,"Khed, Maharashtra, India",2025-02-15,"['python', 'JavaScript']",Internship,Full-time,Other,Motor Vehicle Manufacturing
567,Python + API+ AWS_Deepanshi,4037128610,CodersBrain,"Pune, Maharashtra, India",2024-09-06,['python'],Mid-Senior level,Full-time,Other,IT Services and IT Consulting
568,Data Analysis Or Analyst Traineeship,4151024635,Accobridge Solutions,"Nashik, Maharashtra, India",2025-02-13,"['python', 'SQL', 'R']",Entry level,Internship,Information Technology,"Technology, Information and Internet"
569,Python Automation Engineer,3627616997,VAYUZ Technologies,"Pune, Maharashtra, India",2023-06-06,"['python', 'Git']",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
570,Associate Market Research,4148646367,Soul AI,"Pune, Maharashtra, India",2025-02-10,"['python', 'LLMs', 'Data Science']",Not Applicable,Part-time,Research and Marketing,IT Services and IT Consulting
571,Data Engineer,4151229162,LTIMindtree,"Pune, Maharashtra, India",2025-02-12,"['python', 'HTML', 'MongoDB', 'PostgreSQL', 'Hadoop', 'Power BI', 'Kafka']",Executive,Full-time,Information Technology,IT Services and IT Consulting
572,Fresher Trainee Engineer(mech),4150781557,Desire Consultancy Services,"Pune, Maharashtra, India",2025-02-13,"['python', 'HTML', 'CSS', 'SQL']",Executive,Full-time,Manufacturing,Business Consulting and Services
573,Python Developer (4+ years),4062715444,VLaunchU,"Pune, Maharashtra, India",2024-10-30,"['python', 'Django', 'NoSQL']",Associate,Full-time,Engineering and Information Technology,Business Consulting and Services
574,Data Engineer,4138208016,IntegriChain,"Pune, Maharashtra, India",2025-01-29,"['python', 'SQL', 'MongoDB', 'PostgreSQL', 'Shell Scripting', 'Azure', 'Git', 'Data Science', 'Big Data', 'Hadoop', 'Power BI', 'Kafka', 'Snowflake']",Mid-Senior level,Full-time,Information Technology,Software Development
575,Engineer,4148950390,Deutsche Bank,"Pune, Maharashtra, India",2025-02-13,"['python', 'java', 'JavaScript', 'C++', 'C', 'CSS', 'Linux', 'Git', 'Frontend Development']",Not Applicable,Full-time,Engineering and Information Technology,Financial Services
576,Python + OCR,4050389966,Intuitive Apps Inc.,"Navi Mumbai, Maharashtra, India",2024-10-16,"['python', 'Machine Learning', 'Deep Learning', 'NLP', 'TensorFlow', 'PyTorch', 'Computer Vision']",Mid-Senior level,Full-time,Other,IT Services and IT Consulting
577,Trainee Business Associate,4133670220,The Porter Co.,"Mumbai, Maharashtra, India",2025-01-24,"['python', 'HTML', 'SQL']",Internship,Full-time,Administrative,Staffing and Recruiting
578,Financial Data Analyst,4148286580,Tata Consultancy Services,"Mumbai, Maharashtra, India",2025-02-10,['python'],Associate,Full-time,Accounting/Auditing,IT Services and IT Consulting
579,React Native Developer,4150709421,Reliance Industries Limited,"Navi Mumbai, Maharashtra, India",2025-02-13,"['python', 'JavaScript', 'MongoDB', 'Node.js', 'React', 'TypeScript']",Mid-Senior level,Full-time,Information Technology,Oil and Gas
580,Artificial Intelligence Engineer,4127488741,Wipro,"Pune, Maharashtra, India",2025-01-17,['python'],Associate,Full-time,Engineering and Information Technology,IT Services and IT Consulting
581,PowerBi Developer,4098407277,Jabil,"Ranjangaon, India",2024-12-12,"['python', 'HTML', 'Azure', 'Data Science', 'Data Structures', 'Power BI', 'Snowflake']",Mid-Senior level,Full-time,Engineering and Information Technology,"Appliances, Electrical, and Electronics Manufacturing"
582,Railofy - Machine Learning Engineer - Python/Numpy/Pandas,4089111105,Railofy,Mumbai Metropolitan Region,2024-12-02,"['python', 'C++', 'Machine Learning', 'Deep Learning', 'TensorFlow', 'Keras', 'Scikit-Learn', 'Computer Vision', 'Data Science', 'Big Data', 'Hadoop', 'Data Structures', 'Redis']",Mid-Senior level,Full-time,Information Technology,"Data Infrastructure and Analytics, Technology, Information and Internet, and Software Development"
583,Automation Specialist,4142965747,L&T Technology Services,"Pune, Maharashtra, India",2025-02-04,"['python', 'TypeScript']",Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting and Industrial Machinery Manufacturing
584,Estimation Engineer,4151707650,Mittal Group,"Pune, Maharashtra, India",2025-02-15,"['python', 'JavaScript', 'HTML', 'CSS', 'SQL']",Mid-Senior level,Full-time,Management and Manufacturing,Real Estate
585,Synthetic Monitoring Engineer,4150265737,ApMoSys Technologies Private Limited,"Mumbai, Maharashtra, India",2025-02-15,"['python', 'C++']",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
586,CNC Programmer,4145377575,Arihant Industrial Corporation Limited,Mumbai Metropolitan Region,2025-02-08,"['python', 'JavaScript', 'C++', 'Frontend Development']",Mid-Senior level,Full-time,Engineering and Information Technology,Recreational Facilities
587,LTIMindtree-Hiring Bigdata Professionals!!,4133087465,LTIMindtree,"Pune, Maharashtra, India",2025-01-23,"['python', 'HTML', 'PostgreSQL', 'Big Data', 'Hadoop', 'Spark', 'Data Structures', 'Kafka']",Mid-Senior level,Full-time,"Consulting, Information Technology, and Engineering",IT Services and IT Consulting
588,Senior Manager - Distribution and Analytics,4141971578,Northern Trust,"Pune, Maharashtra, India",2025-02-03,"['python', 'SQL', 'React', 'Angular', 'R', 'Azure', 'Automation', 'Scrum', 'Snowflake']",Mid-Senior level,Full-time,Information Technology,Banking
589,Sr Engr Plng - CES Mech - 81386581 - Patalganga,4150702034,Reliance Industries Limited,"Panvel, Maharashtra, India",2025-02-13,"['python', 'JavaScript', 'SQL']",Mid-Senior level,Full-time,Manufacturing,Oil and Gas
590,Data Analyst Intern,4152877178,NxtShiksha,"Pune, Maharashtra, India",2025-02-14,"['python', 'R']",Associate,Internship,Information Technology,Education
591,Python API Developer,4152159276,INTINERI INFOSOL PRIVATE LIMITED,Mumbai Metropolitan Region,2025-02-13,['python'],Director,Full-time,Information Technology,IT Services and IT Consulting
592,Data Analyst Intern,4151006717,OptimSpace,Mumbai Metropolitan Region,2025-02-13,"['python', 'SQL', 'R']",Associate,Internship,Information Technology,"Technology, Information and Internet"
593,LTIMindtree-Hiring Bigdata Professionals!!,4133086655,LTIMindtree,Mumbai Metropolitan Region,2025-01-23,"['python', 'HTML', 'PostgreSQL', 'Linux', 'Big Data', 'Hadoop', 'Spark', 'Data Structures', 'Agile Methodology', 'Kafka', 'Snowflake']",Mid-Senior level,Full-time,"Consulting, Engineering, and Information Technology",IT Services and IT Consulting
594,Data Analyst Intern,4150771676,TwiLearn,Mumbai Metropolitan Region,2025-02-13,"['python', 'SQL', 'R']",Entry level,Internship,Information Technology,E-Learning Providers
595,AI/ML Engineer,4141986208,Tata Consultancy Services,"Mumbai, Maharashtra, India",2025-02-03,"['python', 'Machine Learning', 'Deep Learning', 'NLP', 'Computer Vision', 'Data Science', 'Big Data', 'Hadoop']",Associate,Full-time,Information Technology,IT Services and IT Consulting
596,Senior Associate - Operations,4098199947,WNS,"Navi Mumbai, Maharashtra, India",2025-02-15,"['python', 'HTML']",Associate,Full-time,Other,Outsourcing/Offshoring
597,Front end Developer intern,4151013833,OptimSpace,"Pune, Maharashtra, India",2025-02-13,"['python', 'java', 'JavaScript', 'HTML', 'CSS', 'SQL', 'MongoDB', 'Node.js', 'React', 'Angular', 'Vue.js']",Associate,Internship,Engineering and Information Technology,"Technology, Information and Internet"
598,"Associate, ML Data Operations, GO-AI Operations",4143238997,Amazon,Mumbai Metropolitan Region,2025-02-06,"['python', 'Automation']",Not Applicable,Full-time,"Research, Science, and Engineering",Software Development
599,Backend Developer,4131729974,Weekday Jobs (YC W21),"Pune, Maharashtra, India",2024-12-28,"['python', 'java', 'MongoDB', 'PostgreSQL', 'Node.js', 'TypeScript', 'Microservices', 'Data Structures', 'Redis', 'Backend Development', 'Kafka']",Associate,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
600,Software Developer,4151341613,Schaeffler,"Pune, Maharashtra, India",2025-02-13,"['python', 'java', 'JavaScript', 'C++', 'CSS', 'Node.js', 'Data Structures', 'Frontend Development', 'Unit Testing']",Associate,Full-time,Engineering and Information Technology,Manufacturing
601,Django developer,4154695616,Altraize,"Pune, Maharashtra, India",2025-02-15,"['python', 'Django', 'Redis']",Associate,Full-time,Engineering and Information Technology,Outsourcing and Offshoring Consulting
602,Trainee,4055957153,Dana Incorporated,"Khed, Maharashtra, India",2025-02-15,"['python', 'JavaScript']",Internship,Full-time,Other,Motor Vehicle Manufacturing
603,Data Scientist,4138834070,Citi,"Mumbai, Maharashtra, India",2025-01-30,"['python', 'Machine Learning', 'Deep Learning', 'Data Science', 'Hadoop']",Not Applicable,Full-time,Engineering and Information Technology,"Banking, Financial Services, and Investment Banking"
604,Associate Business Analyst - Fresher (Mumbai) @ TSS Consultancy Pvt. Ltd.,4151083061,TSS Consultancy Pvt Ltd,"Mumbai, Maharashtra, India",2025-02-13,"['python', 'HTML', 'SQL', 'Data Analysis']",Entry level,Full-time,"Research, Analyst, and Information Technology",Software Development
605,Business Analyst,4120811514,EASYECOM,Mumbai Metropolitan Region,2025-01-11,"['python', 'SQL']",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting
